Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Sex_encoded,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Age_scaled,Fare_scaled
0,2,male,44.0,1,0,26.0,2,0,0,False,False,True,False,False,True,False,False,0.5476250314149284,0.10441506240285871
1,2,female,8.0,0,2,26.25,3,0,1,False,False,True,False,True,False,False,False,0.09525006282985675,0.10541905338750157
0,2,male,19.0,0,0,10.5,1,1,0,False,False,True,False,False,True,False,False,0.23347574767529528,0.04216762135500063
0,2,male,33.0,0,0,12.275,1,1,0,False,False,True,False,False,True,False,False,0.4093993465694898,0.04929595734596502
0,3,female,21.5,1,0,14.4542,2,0,1,True,False,False,False,True,False,False,False,0.2648906760492586,0.05804754596090001
1,3,female,21.5,1,0,15.5,2,0,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.06224744104785807
0,2,male,29.0,0,0,10.5,1,1,0,False,False,True,False,False,True,False,False,0.35913546117114853,0.04216762135500063
0,3,male,22.0,0,0,7.125,1,1,0,False,False,True,False,False,True,False,False,0.2711736617240513,0.028613743062321857
0,3,male,30.0,0,0,7.225,1,1,0,True,False,False,False,False,True,False,False,0.37170143252073384,0.029015339456179005
0,1,male,44.0,2,0,90.0,3,0,0,False,True,False,False,False,False,False,True,0.5476250314149284,0.361436754471434
0,3,female,25.0,0,0,7.775,1,1,1,False,False,True,False,True,False,False,False,0.3088715757728072,0.031224119622393326
1,2,female,24.0,0,2,14.5,3,0,1,False,False,True,False,False,False,True,False,0.2963056044232219,0.058231477109286583
1,1,male,37.0,1,1,52.5542,3,0,0,False,False,True,False,False,True,False,False,0.4596632319678311,0.21105577202047374
0,2,male,54.0,1,0,26.0,2,0,0,False,False,True,False,False,False,False,True,0.6732847449107816,0.10441506240285871
0,3,male,25.0,0,0,7.25,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.029115738554643292
0,3,female,29.0,1,1,10.4625,3,0,1,False,False,True,False,False,False,True,False,0.35913546117114853,0.0420170227073042
0,1,male,62.0,0,0,26.55,1,1,0,False,False,True,False,False,True,False,False,0.7738125157074642,0.10662384256907302
0,3,male,30.0,1,0,16.1,2,0,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.06465701941100097
0,3,female,41.0,0,2,20.2125,3,0,1,False,False,True,False,False,False,True,False,0.5099271173661724,0.08117267110837621
1,3,female,29.0,0,2,15.2458,3,0,1,True,False,False,False,False,False,True,False,0.35913546117114853,0.061226583014673194
1,1,female,35.0,0,0,79.2,1,1,1,True,False,False,False,False,False,True,False,0.43453128926866047,0.3180643439348619
1,1,female,30.0,0,0,86.5,1,1,1,False,False,True,False,True,False,False,False,0.37170143252073384,0.34738088068643375
1,1,female,35.0,0,0,249.00622000000035,1,1,1,True,False,False,False,True,False,False,False,0.43453128926866047,1.0
1,2,female,50.0,0,1,26.0,2,0,1,False,False,True,False,False,False,True,False,0.6230208595124404,0.10441506240285871
0,3,male,25.0,0,0,7.75,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.031123720523929036
1,3,male,3.0,4,2,31.3875,7,0,0,False,False,True,True,False,False,False,False,0.032420206081930136,0.1260510681219126
0,1,male,52.0,1,1,79.65,3,0,0,False,False,True,False,False,True,False,False,0.648152802211611,0.3198715277072191
0,1,male,40.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.0
0,3,female,21.5,0,0,7.75,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.031123720523929036
0,2,male,36.0,0,0,10.5,1,1,0,False,False,True,False,False,True,False,False,0.4470972606182458,0.04216762135500063
0,3,male,16.0,4,1,39.6875,6,0,0,False,False,True,False,False,True,False,False,0.19577783362653933,0.15938356881205595
1,3,male,25.0,1,0,7.775,2,0,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.031224119622393326
1,1,female,58.0,0,1,153.4625,2,0,1,False,False,True,False,False,False,True,False,0.7235486303091229,0.6162998659230271
1,1,female,35.0,0,0,135.6333,1,1,1,False,False,True,False,True,False,False,False,0.43453128926866047,0.5446984416694483
0,1,male,40.0,0,0,31.0,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.12449488209571614
1,3,male,25.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.0
1,2,female,41.0,0,1,19.5,2,0,1,False,False,True,False,False,False,True,False,0.5099271173661724,0.07831129680214403
0,1,male,37.0,0,1,29.7,2,0,0,True,False,False,False,False,True,False,False,0.4596632319678311,0.11927412897557321
1,3,female,21.5,0,0,7.75,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.031123720523929036
1,1,female,63.0,1,0,77.9583,2,0,1,False,False,True,False,True,False,False,False,0.7863784870570495,0.31307772151233765
0,3,female,45.0,0,0,7.75,1,1,1,False,False,True,False,True,False,False,False,0.5601910027645137,0.031123720523929036
0,2,male,30.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.0
0,3,male,7.0,4,1,29.125,6,0,0,False,True,False,True,False,False,False,False,0.08268409148027142,0.1169649497108946
1,3,female,35.0,1,1,20.25,3,0,1,False,False,True,False,False,False,True,False,0.43453128926866047,0.08132326975607264
0,3,male,65.0,0,0,7.75,1,1,0,False,True,False,False,False,True,False,False,0.8115104297562201,0.031123720523929036
0,3,male,28.0,0,0,7.8542,1,1,0,False,False,True,False,False,True,False,False,0.3465694898215632,0.031542183966328186
0,3,male,16.0,0,0,9.5,1,1,0,False,False,True,False,False,True,False,False,0.19577783362653933,0.03815165741642914
1,3,male,19.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.23347574767529528,0.03232850970550048
0,1,male,40.0,0,0,26.0,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.10441506240285871
0,3,male,33.0,0,0,8.6625,1,1,0,True,False,False,False,False,True,False,False,0.4093993465694898,0.034788287617875516
1,3,male,30.0,0,0,9.5,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.03815165741642914
0,3,male,22.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.2711736617240513,0.031709248066172764
1,2,male,42.0,0,0,13.0,1,1,0,False,False,True,False,False,True,False,False,0.5224930887157577,0.052207531201429354
1,3,female,22.0,0,0,7.75,1,1,1,False,True,False,False,True,False,False,False,0.2711736617240513,0.031123720523929036
1,1,female,26.0,0,0,78.85,1,1,1,False,False,True,False,True,False,False,False,0.32143754712239253,0.31665875655636183
1,1,female,19.0,1,0,91.0792,2,0,1,True,False,False,False,False,False,True,False,0.23347574767529528,0.3657707827539403
0,2,male,36.0,0,0,12.875,1,1,0,True,False,False,False,False,True,False,False,0.4470972606182458,0.051705535709107915
0,3,female,24.0,0,0,8.85,1,1,1,False,False,True,False,True,False,False,False,0.2963056044232219,0.035541280856357674
0,3,male,24.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.2963056044232219,0.031709248066172764
0,1,male,40.0,0,0,27.7208,1,1,0,True,False,False,False,False,True,False,False,0.4973611460165871,0.11132573314835252
0,3,male,23.5,0,0,7.2292,1,1,0,True,False,False,False,False,True,False,False,0.2900226187484292,0.029032206504721002
0,1,female,2.0,1,2,151.55,4,0,1,False,False,True,False,True,False,False,False,0.01985423473234481,0.6086193348905091
1,1,male,40.0,0,0,30.5,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.1224869001264304
1,1,female,50.0,0,1,247.5208,2,0,1,True,False,False,False,False,False,True,False,0.6230208595124404,0.9940346068463658
1,3,female,21.5,0,0,7.75,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.031123720523929036
1,3,male,25.0,2,0,23.25,3,0,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.09337116157178711
0,3,male,19.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.23347574767529528,0.0
1,2,female,28.0,0,0,12.35,1,1,1,False,True,False,False,True,False,False,False,0.3465694898215632,0.04959715464135788
0,3,male,25.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.03232850970550048
1,1,male,0.92,1,2,151.55,4,0,0,False,False,True,True,False,False,False,False,0.0062829856747926615,0.6086193348905091
1,1,female,35.0,0,0,110.8833,1,1,1,True,False,False,False,True,False,False,False,0.43453128926866047,0.44530333418980395
1,1,female,17.0,1,0,108.9,2,0,1,True,False,False,False,False,False,True,False,0.20834380497612465,0.43733847291043515
0,2,male,30.0,1,0,24.0,2,0,0,True,False,False,False,False,True,False,False,0.37170143252073384,0.09638313452571573
1,1,female,30.0,0,0,56.9292,1,1,1,True,False,False,False,True,False,False,False,0.37170143252073384,0.228625614251724
1,1,female,24.0,0,0,83.1583,1,1,1,True,False,False,False,True,False,False,False,0.2963056044232219,0.33396073399290943
1,1,female,18.0,2,2,249.00622000000035,5,0,1,True,False,False,False,True,False,False,False,0.22090977632570996,1.0
0,2,female,26.0,1,1,26.0,3,0,1,False,False,True,False,False,False,True,False,0.32143754712239253,0.10441506240285871
0,3,male,28.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.3465694898215632,0.031709248066172764
0,2,male,43.0,1,1,26.25,3,0,0,False,False,True,False,False,True,False,False,0.5350590600653431,0.10541905338750157
1,3,female,26.0,0,0,7.8542,1,1,1,False,False,True,False,True,False,False,False,0.32143754712239253,0.031542183966328186
1,2,female,24.0,1,0,26.0,2,0,1,False,False,True,False,False,False,True,False,0.2963056044232219,0.10441506240285871
0,2,male,54.0,0,0,14.0,1,1,0,False,False,True,False,False,False,False,True,0.6732847449107816,0.05622349514000084
1,1,female,31.0,0,2,164.8667,3,0,1,False,False,True,False,True,False,False,False,0.38426740387031916,0.662098721871284
1,1,female,40.0,1,1,134.5,3,0,1,True,False,False,False,False,False,True,False,0.4973611460165871,0.5401471497378653
0,3,male,22.0,0,0,7.25,1,1,0,False,False,True,False,False,True,False,False,0.2711736617240513,0.029115738554643292
0,3,male,27.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.33400351847197784,0.031709248066172764
1,2,female,30.0,0,0,12.35,1,1,1,False,True,False,False,True,False,False,False,0.37170143252073384,0.04959715464135788
1,2,female,22.0,1,1,29.0,3,0,1,False,False,True,False,False,False,True,False,0.2711736617240513,0.11646295421857317
0,3,male,25.0,8,2,69.55,11,0,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.279310291927647
1,1,female,36.0,0,0,135.6333,1,1,1,True,False,False,False,True,False,False,False,0.4470972606182458,0.5446984416694483
0,3,male,61.0,0,0,6.2375,1,1,0,False,False,True,False,False,True,False,False,0.7612465443578789,0.02504957506683966
1,2,female,36.0,0,0,13.0,1,1,1,False,False,True,False,False,False,True,False,0.4470972606182458,0.052207531201429354
1,3,female,31.0,1,1,20.525,3,0,1,False,False,True,False,False,False,True,False,0.38426740387031916,0.0824276598391798
1,1,female,16.0,0,1,57.9792,2,0,1,True,False,False,False,True,False,False,False,0.19577783362653933,0.23284237638722405
1,3,female,21.5,2,0,23.25,3,0,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.09337116157178711
0,1,male,45.5,0,0,28.5,1,1,0,False,False,True,False,False,True,False,False,0.5664739884393063,0.11445497224928743
0,1,male,38.0,0,1,153.4625,2,0,0,False,False,True,False,False,True,False,False,0.4722292033174164,0.6162998659230271
0,3,male,16.0,2,0,18.0,3,0,0,False,False,True,False,False,True,False,False,0.19577783362653933,0.0722873508942868
1,1,female,35.0,1,0,133.65,2,0,1,False,False,True,False,False,False,True,False,0.43453128926866047,0.5367335803900795
0,3,male,25.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.031709248066172764
0,1,male,29.0,1,0,66.6,2,0,0,False,False,True,False,False,True,False,False,0.35913546117114853,0.2674631983088611
1,1,female,41.0,0,0,134.5,1,1,1,True,False,False,False,True,False,False,False,0.5099271173661724,0.5401471497378653
1,3,male,45.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.5601910027645137,0.03232850970550048
0,1,male,45.0,0,0,35.5,1,1,0,False,False,True,False,False,True,False,False,0.5601910027645137,0.14256671981928784
1,2,male,2.0,1,1,26.0,3,0,0,False,False,True,True,False,False,False,False,0.01985423473234481,0.10441506240285871
1,1,female,24.0,3,2,249.00622000000035,6,0,1,False,False,True,False,True,False,False,False,0.2963056044232219,1.0
0,2,male,28.0,0,0,13.0,1,1,0,False,False,True,False,False,True,False,False,0.3465694898215632,0.052207531201429354
0,2,male,25.0,0,0,13.0,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.052207531201429354
0,2,male,36.0,0,0,13.0,1,1,0,False,False,True,False,False,True,False,False,0.4470972606182458,0.052207531201429354
1,2,female,24.0,0,0,13.0,1,1,1,False,False,True,False,True,False,False,False,0.2963056044232219,0.052207531201429354
1,2,female,40.0,0,0,13.0,1,1,1,False,False,True,False,True,False,False,False,0.4973611460165871,0.052207531201429354
1,3,female,21.5,1,0,16.1,2,0,1,False,False,True,False,False,False,True,False,0.2648906760492586,0.06465701941100097
1,3,male,3.0,1,1,15.9,3,0,0,False,False,True,True,False,False,False,False,0.032420206081930136,0.06385382662328667
0,3,male,42.0,0,0,8.6625,1,1,0,False,False,True,False,False,True,False,False,0.5224930887157577,0.034788287617875516
0,3,male,23.0,0,0,9.225,1,1,0,False,False,True,False,False,True,False,False,0.2837396330736366,0.03704726733332198
0,1,male,40.0,0,0,35.0,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.1405587378500021
0,3,male,15.0,1,1,7.2292,3,0,0,True,False,False,False,False,True,False,False,0.18321186227695402,0.029032206504721002
0,3,male,25.0,1,0,17.8,2,0,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.0714841581065725
0,3,male,25.0,0,0,7.225,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.029015339456179005
0,3,male,28.0,0,0,9.5,1,1,0,False,False,True,False,False,True,False,False,0.3465694898215632,0.03815165741642914
1,1,female,22.0,0,1,55.0,2,0,1,False,False,True,False,True,False,False,False,0.2711736617240513,0.22087801662143186
0,2,female,38.0,0,0,13.0,1,1,1,False,False,True,False,True,False,False,False,0.4722292033174164,0.052207531201429354
1,3,female,21.5,0,0,7.8792,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.03164258306479247
1,3,female,21.5,0,0,7.8792,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.03164258306479247
0,3,male,40.0,1,4,27.9,6,0,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.11204539388614453
0,2,male,29.0,1,0,27.7208,2,0,0,True,False,False,False,False,True,False,False,0.35913546117114853,0.11132573314835252
0,3,female,45.0,0,1,14.4542,2,0,1,True,False,False,False,False,False,True,False,0.5601910027645137,0.05804754596090001
0,3,male,35.0,0,0,7.05,1,1,0,False,False,True,False,False,True,False,False,0.43453128926866047,0.028312545766928994
0,3,male,25.0,1,0,15.5,2,0,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.06224744104785807
0,3,male,30.0,0,0,7.25,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.029115738554643292
1,1,female,60.0,1,0,75.25,2,0,1,True,False,False,False,False,False,True,False,0.7486805730082935,0.30220128637750454
1,3,female,21.5,0,0,7.2292,1,1,1,True,False,False,False,False,False,True,False,0.2648906760492586,0.029032206504721002
1,3,female,21.5,0,0,7.75,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.031123720523929036
1,1,female,24.0,0,0,69.3,1,1,1,True,False,False,False,False,False,True,False,0.2963056044232219,0.2783063009430041
1,1,male,25.0,1,0,55.4417,2,0,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.22265186789309888
0,3,male,18.0,1,0,6.4958,2,0,0,False,False,True,False,False,True,False,False,0.22090977632570996,0.026086898552172676
0,3,male,19.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.23347574767529528,0.03232850970550048
0,1,male,22.0,0,0,135.6333,1,1,0,True,False,False,False,False,True,False,False,0.2711736617240513,0.5446984416694483
0,3,female,3.0,3,1,21.075,5,0,1,False,False,True,False,True,False,False,False,0.032420206081930136,0.08463644000539412
1,1,female,35.0,1,0,82.1708,2,0,1,True,False,False,False,False,False,True,False,0.43453128926866047,0.32999496960357005
1,3,female,22.0,0,0,7.25,1,1,1,False,False,True,False,True,False,False,False,0.2711736617240513,0.029115738554643292
0,1,male,27.0,0,2,211.5,3,0,0,True,False,False,False,False,True,False,False,0.33400351847197784,0.8493763730078698
0,3,male,20.0,0,0,4.0125,1,1,0,True,False,False,False,False,True,False,False,0.24604171902488062,0.016114055303518098
0,3,male,19.0,0,0,7.775,1,1,0,False,False,True,False,False,True,False,False,0.23347574767529528,0.031224119622393326
1,1,female,42.0,0,0,227.525,1,1,1,True,False,False,False,True,False,False,False,0.5224930887157577,0.9137321951234779
1,3,female,1.0,0,2,15.7417,3,0,1,True,False,False,False,True,False,False,False,0.007288263382759489,0.0632180995318108
0,3,male,32.0,0,0,7.925,1,1,0,False,False,True,False,False,True,False,False,0.39683337521990447,0.031826514213179044
1,1,female,35.0,1,0,52.0,2,0,1,False,False,True,False,False,False,True,False,0.43453128926866047,0.20883012480571742
0,3,male,25.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.031709248066172764
0,2,male,18.0,0,0,73.5,1,1,0,False,False,True,False,False,True,False,False,0.22090977632570996,0.2951733494850044
0,3,male,1.0,5,2,46.9,8,0,0,False,False,True,True,False,False,False,False,0.007288263382759489,0.1883487087190028
1,2,female,36.0,0,0,13.0,1,1,1,False,False,True,False,True,False,False,False,0.4470972606182458,0.052207531201429354
0,3,male,25.0,0,0,7.7292,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.031040188474006747
1,2,female,17.0,0,0,12.0,1,1,1,True,False,False,False,True,False,False,False,0.20834380497612465,0.048191567262857865
1,1,male,36.0,1,2,120.0,4,0,0,False,False,True,False,False,True,False,False,0.4470972606182458,0.48191567262857865
1,3,male,21.0,0,0,7.7958,1,1,0,False,False,True,False,False,True,False,False,0.2586076903744659,0.03130765167231561
0,3,male,28.0,2,0,7.925,3,0,0,False,False,True,False,False,True,False,False,0.3465694898215632,0.031826514213179044
1,1,female,23.0,1,0,113.275,2,0,1,True,False,False,False,True,False,False,False,0.2837396330736366,0.4549083151416854
1,3,female,24.0,0,2,16.7,3,0,1,False,False,True,False,False,False,True,False,0.2963056044232219,0.06706659777414385
0,3,male,22.0,0,0,7.7958,1,1,0,False,False,True,False,False,True,False,False,0.2711736617240513,0.03130765167231561
0,3,female,31.0,0,0,7.8542,1,1,1,False,False,True,False,True,False,False,False,0.38426740387031916,0.031542183966328186
0,2,male,46.0,0,0,26.0,1,1,0,False,False,True,False,False,True,False,False,0.572756974114099,0.10441506240285871
0,2,male,23.0,0,0,10.5,1,1,0,False,False,True,False,False,False,False,True,0.2837396330736366,0.04216762135500063
1,2,female,28.0,0,0,12.65,1,1,1,False,False,True,False,False,False,True,False,0.3465694898215632,0.05080194382292933
1,3,male,39.0,0,0,7.925,1,1,0,False,False,True,False,False,True,False,False,0.4847951746670017,0.031826514213179044
0,3,male,26.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.32143754712239253,0.03232850970550048
0,3,female,21.0,1,0,9.825,2,0,1,False,False,True,False,True,False,False,False,0.2586076903744659,0.03945684569646487
0,3,male,28.0,1,0,15.85,2,0,0,False,False,True,False,False,True,False,False,0.3465694898215632,0.06365302842635809
0,3,female,20.0,0,0,8.6625,1,1,1,False,False,True,False,True,False,False,False,0.24604171902488062,0.034788287617875516
0,2,male,34.0,1,0,21.0,2,0,0,False,False,True,False,False,True,False,False,0.42196531791907516,0.08433524271000126
0,3,male,51.0,0,0,7.75,1,1,0,False,False,True,False,False,True,False,False,0.6355868308620256,0.031123720523929036
1,2,male,3.0,1,1,18.75,3,0,0,False,False,True,True,False,False,False,False,0.032420206081930136,0.07529932384821542
0,3,male,21.0,0,0,7.775,1,1,0,False,False,True,False,False,True,False,False,0.2586076903744659,0.031224119622393326
0,3,female,21.5,3,1,25.4667,5,0,1,False,False,True,False,True,False,False,False,0.2648906760492586,0.10227334883441852
0,3,male,25.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.031709248066172764
0,3,male,25.0,0,0,6.8583,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.02754268547990484
1,1,female,33.0,1,0,90.0,2,0,1,False,True,False,False,True,False,False,False,0.4093993465694898,0.361436754471434
0,2,male,30.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.0
1,3,male,44.0,0,0,7.925,1,1,0,False,False,True,False,False,True,False,False,0.5476250314149284,0.031826514213179044
0,3,female,21.5,0,0,8.05,1,1,1,False,False,True,False,False,False,True,False,0.2648906760492586,0.03232850970550048
1,2,female,34.0,1,1,32.5,3,0,1,False,False,True,False,False,False,True,False,0.42196531791907516,0.13051882800357337
1,2,female,18.0,0,2,13.0,3,0,1,False,False,True,False,True,False,False,False,0.22090977632570996,0.052207531201429354
0,2,male,30.0,0,0,13.0,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.052207531201429354
0,3,female,10.0,0,2,24.15,3,0,1,False,False,True,False,True,False,False,False,0.12038200552902739,0.09698552911650145
0,3,male,25.0,0,0,7.8958,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.031709248066172764
0,3,male,21.0,0,0,7.7333,1,1,0,False,True,False,False,False,True,False,False,0.2586076903744659,0.031056653926154892
0,3,male,29.0,0,0,7.875,1,1,0,False,False,True,False,False,True,False,False,0.35913546117114853,0.03162571601625047
0,3,female,28.0,1,1,14.4,3,0,1,False,False,True,False,False,False,True,False,0.3465694898215632,0.05782988071542944
0,3,male,18.0,1,1,20.2125,3,0,0,False,False,True,False,False,True,False,False,0.22090977632570996,0.08117267110837621
0,3,male,25.0,0,0,7.25,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.029115738554643292
1,2,female,28.0,1,0,26.0,2,0,1,False,False,True,False,False,False,True,False,0.3465694898215632,0.10441506240285871
1,2,female,19.0,0,0,26.0,1,1,1,False,False,True,False,True,False,False,False,0.23347574767529528,0.10441506240285871
0,3,male,25.0,0,0,7.75,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.031123720523929036
1,3,male,32.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.39683337521990447,0.03232850970550048
1,1,male,28.0,0,0,26.55,1,1,0,False,False,True,False,False,True,False,False,0.3465694898215632,0.10662384256907302
1,3,female,21.5,1,0,16.1,2,0,1,False,False,True,False,False,False,True,False,0.2648906760492586,0.06465701941100097
1,2,female,42.0,1,0,26.0,2,0,1,False,False,True,False,False,False,True,False,0.5224930887157577,0.10441506240285871
0,3,male,17.0,0,0,7.125,1,1,0,False,False,True,False,False,True,False,False,0.20834380497612465,0.028613743062321857
0,1,male,50.0,1,0,55.9,2,0,0,False,False,True,False,False,True,False,False,0.6230208595124404,0.2244923841661462
1,1,female,14.0,1,2,120.0,4,0,1,False,False,True,False,True,False,False,False,0.17064589092736868,0.48191567262857865
0,3,female,21.0,2,2,34.375,5,0,1,False,False,True,False,True,False,False,False,0.2586076903744659,0.13804876038839492
1,2,female,24.0,2,3,18.75,6,0,1,False,False,True,False,False,False,True,False,0.2963056044232219,0.07529932384821542
0,1,male,64.0,1,4,249.00622000000035,6,0,0,False,False,True,False,False,True,False,False,0.7989444584066349,1.0
0,2,male,31.0,0,0,10.5,1,1,0,False,False,True,False,False,True,False,False,0.38426740387031916,0.04216762135500063
1,2,female,45.0,1,1,26.25,3,0,1,False,False,True,False,False,False,True,False,0.5601910027645137,0.10541905338750157
0,3,male,20.0,0,0,9.5,1,1,0,False,False,True,False,False,True,False,False,0.24604171902488062,0.03815165741642914
0,3,male,25.0,1,0,7.775,2,0,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.031224119622393326
1,2,female,28.0,0,0,13.0,1,1,1,False,False,True,False,True,False,False,False,0.3465694898215632,0.052207531201429354
1,3,male,25.0,0,0,8.1125,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.0325795074516612
1,1,male,4.0,0,2,81.8583,3,0,0,False,False,True,True,False,False,False,False,0.04498617743151546,0.32873998087276646
1,2,female,13.0,0,1,19.5,2,0,1,False,False,True,False,True,False,False,False,0.15807991957778336,0.07831129680214403
1,1,male,34.0,0,0,26.55,1,1,0,False,False,True,False,False,True,False,False,0.42196531791907516,0.10662384256907302
1,3,female,5.0,2,1,19.2583,4,0,1,True,False,False,False,True,False,False,False,0.05755214878110078,0.0773406383181913
1,1,male,52.0,0,0,30.5,1,1,0,False,False,True,False,False,False,False,True,0.648152802211611,0.1224869001264304
0,2,male,36.0,1,2,27.75,4,0,0,False,False,True,False,False,True,False,False,0.4470972606182458,0.11144299929535881
0,3,male,25.0,1,0,19.9667,2,0,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.08018554717227534
0,1,male,30.0,0,0,27.75,1,1,0,True,False,False,False,False,True,False,False,0.37170143252073384,0.11144299929535881
1,1,male,49.0,1,0,89.1042,2,0,0,True,False,False,False,False,True,False,False,0.610454888162855,0.3578392539752617
0,3,male,25.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.03232850970550048
1,3,male,29.0,0,0,7.8958,1,1,0,True,False,False,False,False,True,False,False,0.35913546117114853,0.031709248066172764
0,1,male,65.0,0,0,26.55,1,1,0,False,False,True,False,False,True,False,False,0.8115104297562201,0.10662384256907302
1,1,female,35.0,1,0,51.8625,2,0,1,False,False,True,False,False,False,True,False,0.43453128926866047,0.20827792976416382
1,2,female,50.0,0,0,10.5,1,1,1,False,False,True,False,True,False,False,False,0.6230208595124404,0.04216762135500063
0,3,male,25.0,0,0,7.75,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.031123720523929036
1,1,male,48.0,0,0,26.55,1,1,0,False,False,True,False,False,True,False,False,0.5978889168132696,0.10662384256907302
0,3,male,34.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.42196531791907516,0.03232850970550048
0,1,male,47.0,0,0,38.5,1,1,0,False,False,True,False,False,True,False,False,0.5853229454636844,0.1546146116350023
0,2,male,48.0,0,0,13.0,1,1,0,False,False,True,False,False,True,False,False,0.5978889168132696,0.052207531201429354
0,3,male,25.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.03232850970550048
0,3,male,38.0,0,0,7.05,1,1,0,False,False,True,False,False,True,False,False,0.4722292033174164,0.028312545766928994
0,2,male,30.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.0
0,1,male,56.0,0,0,26.55,1,1,0,False,False,True,False,False,True,False,False,0.6984166876099522,0.10662384256907302
0,3,male,25.0,0,0,7.725,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.03102332142546475
1,3,female,0.75,2,1,19.2583,4,0,1,True,False,False,False,True,False,False,False,0.004146770545363157,0.0773406383181913
0,3,male,25.0,0,0,7.25,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.029115738554643292
0,3,male,38.0,0,0,8.6625,1,1,0,False,False,True,False,False,True,False,False,0.4722292033174164,0.034788287617875516
1,2,female,33.0,1,2,27.75,4,0,1,False,False,True,False,False,False,True,False,0.4093993465694898,0.11144299929535881
1,2,female,23.0,0,0,13.7917,1,1,1,True,False,False,False,False,False,True,False,0.2837396330736366,0.0553869698515964
